"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1",1,"RT @hjoe01: #MumbaiRains why can't corporate houses declare off for their employees in such circumstances? If it doesn't rain deduct from l<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-12 09:30:30",FALSE,NA,940514187259691008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VivekMohite06",182,TRUE,FALSE,NA,NA
"2",2,"@rabyanoor1 In Mumbai, it used as an effective sheild against rains..",FALSE,1,"rabyanoor1","2017-12-12 08:52:02",FALSE,940462822445555712,940504505283575808,791178086897156096,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PurnimaShetty2",0,FALSE,FALSE,NA,NA
"3",3,"#MumbaiWeather 12-Dec-17, 2:15 PM
Haze 
Temperature is 28 <U+00C2><U+00B0>C 
Humidity: 62%
Wind status: From the NW at 7 MPH",FALSE,0,NA,"2017-12-12 08:45:44",FALSE,NA,940502921304719360,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"4",4,"RT @TroluKejri: #SmogInDelhi But Rains In Mumbai. Rain In Delhi Could Really Improve The Air Quality But Indra Dev Doesn't Want It. Modi Ji<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-12 08:24:24",FALSE,NA,940497549990838272,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","saurabhtak2",317,TRUE,FALSE,NA,NA
"5",5,"#MumbaiWeather 12-Dec-17, 1:15 PM
Haze 
Temperature is 28 <U+00C2><U+00B0>C 
Humidity: 54%
Wind status: From the NNW at 5 MPH",FALSE,0,NA,"2017-12-12 07:45:44",FALSE,NA,940487821369864192,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"6",6,"RT @TroluKejri: #SmogInDelhi But Rains In Mumbai. Rain In Delhi Could Really Improve The Air Quality But Indra Dev Doesn't Want It. Modi Ji<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-12 07:24:30",FALSE,NA,940482478082375680,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","himdevs",317,TRUE,FALSE,NA,NA
"7",7,"RT @CarryMinati: Is coming to Mumbai not a great Idea right now? Heard about some heavy rains...",FALSE,0,NA,"2017-12-12 07:11:51",FALSE,NA,940479295574614016,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iamsayantis",47,TRUE,FALSE,NA,NA
"8",8,"#MumbaiWeather 12-Dec-17, 12:15 PM
Haze 
Temperature is 28 <U+00C2><U+00B0>C 
Humidity: 54%
Wind status: From the WNW at 5 MPH",FALSE,0,NA,"2017-12-12 06:45:44",FALSE,NA,940472722173210624,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"9",9,"@shrinivassg Smog in Mumbai, fog in Chennai and rains in Delhi! It's a weird winter",FALSE,0,"shrinivassg","2017-12-12 06:44:21",FALSE,940422065303068672,940472371453902848,17507350,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","somilagrawal",0,FALSE,FALSE,NA,NA
"10",10,"#MumbaiWeather 12-Dec-17, 11:15 AM
Haze 
Temperature is 27 <U+00C2><U+00B0>C 
Humidity: 61%
Wind status: Calm",FALSE,0,NA,"2017-12-12 05:45:44",FALSE,NA,940457621491822592,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"11",11,"#MumbaiWeather Sunny today! With a high of 28C and a low of 21C.",FALSE,1,NA,"2017-12-12 05:01:13",FALSE,NA,940446417373614080,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","MyMumbaiWeather",0,FALSE,FALSE,NA,NA
"12",12,"#MumbaiWeather 12-Dec-17, 10:15 AM
Haze 
Temperature is 26 <U+00C2><U+00B0>C 
Humidity: 65%
Wind status: From the North at 8 MPH",FALSE,0,NA,"2017-12-12 04:45:44",FALSE,NA,940442521682841600,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"13",13,"#MumbaiWeather 12-Dec-17, 9:15 AM
Haze 
Temperature is 25 <U+00C2><U+00B0>C 
Humidity: 69%
Wind status: From the NE at 5 MPH",FALSE,0,NA,"2017-12-12 03:45:44",FALSE,NA,940427421672542208,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"14",14,"RT @GyanGanga6: Aaj Tak Exposed By Public 
<U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021>
https://t.co/uGXrIoVnOw

#MumbaiRains
#WorldSmileDay
#PiPa
#PHOTOS
#Sasikala https://t.co/e2<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-12 03:22:39",FALSE,NA,940421614205915136,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shivamwagdre",260,TRUE,FALSE,NA,NA
"15",15,"#MumbaiWeather 12-Dec-17, 8:15 AM
Haze 
Temperature is 23 <U+00C2><U+00B0>C 
Humidity: 73%
Wind status: From the NNE at 5 MPH",FALSE,0,NA,"2017-12-12 02:45:44",FALSE,NA,940412321716887552,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"16",16,"#MumbaiWeather - Sunrise: December 12, 2017 at 07:02AM Sunny today! With a high of: 28C and a low of:21C #DailyUpdate #WeatherReports",FALSE,0,NA,"2017-12-12 02:30:22",FALSE,NA,940408457152421888,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","iamsdadia",0,FALSE,FALSE,NA,NA
"17",17,"#MumbaiWeather 12-Dec-17, 7:15 AM
Haze 
Temperature is 23 <U+00C2><U+00B0>C 
Humidity: 73%
Wind status: From the NE at 6 MPH",FALSE,0,NA,"2017-12-12 01:45:44",FALSE,NA,940397224093089792,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"18",18,"#MumbaiWeather 12-Dec-17, 6:15 AM
Haze 
Temperature is 23 <U+00C2><U+00B0>C 
Humidity: 78%
Wind status: Calm",FALSE,0,NA,"2017-12-12 00:45:43",FALSE,NA,940382121868136448,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"19",19,"#MumbaiWeather 12-Dec-17, 5:15 AM
Haze 
Temperature is 23 <U+00C2><U+00B0>C 
Humidity: 78%
Wind status: From the East at 4 MPH",FALSE,0,NA,"2017-12-11 23:45:44",FALSE,NA,940367023346819072,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"20",20,"#MumbaiWeather 12-Dec-17, 4:15 AM
Haze 
Temperature is 23 <U+00C2><U+00B0>C 
Humidity: 80
Wind status: Calm",FALSE,0,NA,"2017-12-11 22:45:44",FALSE,NA,940351923265220608,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"21",21,"#MumbaiWeather 12-Dec-17, 3:15 AM
Haze 
Temperature is 24 <U+00C2><U+00B0>C 
Humidity: 73%
Wind status: From the NNE at 6 MPH",FALSE,0,NA,"2017-12-11 21:45:43",FALSE,NA,940336822021898240,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"22",22,"#MumbaiWeather 12-Dec-17, 2:15 AM
Haze 
Temperature is 24 <U+00C2><U+00B0>C 
Humidity: 73%
Wind status: From the NNE at 6 MPH",FALSE,0,NA,"2017-12-11 20:45:43",FALSE,NA,940321722086989824,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"23",23,"#MumbaiWeather 12-Dec-17, 1:15 AM
Haze 
Temperature is 24 <U+00C2><U+00B0>C 
Humidity: 73%
Wind status: From the NNW at 4 MPH",FALSE,0,NA,"2017-12-11 19:45:43",FALSE,NA,940306622810767360,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"24",24,"#MumbaiWeather 12-Dec-17, 12:15 AM
Haze 
Temperature is 24 <U+00C2><U+00B0>C 
Humidity: 73%
Wind status: Calm",FALSE,0,NA,"2017-12-11 18:45:43",FALSE,NA,940291522943107072,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"25",25,"#MumbaiWeather 11-Dec-17, 11:15 PM
Haze 
Temperature is 25 <U+00C2><U+00B0>C 
Humidity: 69%
Wind status: From the NNE at 4 MPH",FALSE,0,NA,"2017-12-11 17:45:43",FALSE,NA,940276422291030016,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"26",26,"RT @ShwetaSarang9: #MumbaiRains I thought I was the only one this confused in Life!!! <U+00ED><U+00A0><U+00BD><U+00ED><U+00B9><U+201E><U+00ED><U+00A0><U+00BE><U+00ED><U+00B4><U+201D>",FALSE,0,NA,"2017-12-11 17:38:41",FALSE,NA,940274652210794496,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alimkha91055433",1,TRUE,FALSE,NA,NA
"27",27,"Gujarat On Alert As Cyclone Ockhi To Hit Surat Tonight, Rains Lash Mumbai; PM Modi Monitoring Situation - Outlook I<U+00E2><U+20AC><U+00A6> https://t.co/TPy0dEdYAA",FALSE,0,NA,"2017-12-11 17:00:47",TRUE,NA,940265116603383808,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","hashsurat",0,FALSE,FALSE,NA,NA
"28",28,"#MumbaiWeather 11-Dec-17, 10:15 PM
Haze 
Temperature is 25 <U+00C2><U+00B0>C 
Humidity: 69%
Wind status: From the NNE at 4 MPH",FALSE,0,NA,"2017-12-11 16:45:43",FALSE,NA,940261322364674048,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"30",30,"RT @ManishLawaniya7: Twitter battle
Vote Now <U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021>
#GujaratFinalPoll 
#INDvGER
#MumbaiRains
#<U+00E0><U+00A4><U+00B9><U+00E0><U+00A4><U+00AE>_<U+00E0><U+00A4><U+0161><U+00E0><U+00A5><U+02C6><U+00E0><U+00A4><U+00A8>_<U+00E0><U+00A4><U+00B8><U+00E0><U+00A5><U+2021>_<U+00E0><U+00A4><U+00A8><U+00E0><U+00A4><U+00B9><U+00E0><U+00A5><U+20AC><U+00E0><U+00A4><U+201A>_<U+00E0><U+00A4><U+00AC><U+00E0><U+00A5><U+02C6><U+00E0><U+00A4><U+00A0><U+00E0><U+00A5><U+2021><U+00E0><U+00A4><U+201A><U+00E0><U+00A4><U+2014><U+00E0><U+00A5><U+2021>
#ShashiKapoor
#Gujarat<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 16:06:49",FALSE,NA,940251532536066048,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbhishekYogi20",25,TRUE,FALSE,NA,NA
"31",31,"#MumbaiWeather 11-Dec-17, 9:15 PM
Haze 
Temperature is 26 <U+00C2><U+00B0>C 
Humidity: 65%
Wind status: From the NNW at 5 MPH",FALSE,0,NA,"2017-12-11 15:45:43",FALSE,NA,940246223713320960,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"32",32,"RT @fakingnews: Mumbai man reaches Nashik while searching for an affordable, spacious flat near his office in Lower Parel https://t.co/aOFQ<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 15:44:13",FALSE,NA,940245847081496576,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Castamere_Rains",58,TRUE,FALSE,NA,NA
"33",33,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 15:27:37",FALSE,NA,940241667604463616,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ravikumar_8484",320,TRUE,FALSE,NA,NA
"34",34,"RT @Ra_Bies: The best part of #MumbaiRains is, the potholes are filled with water &amp; not visible and bikers get a surprise when they bump in<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 15:27:32",FALSE,NA,940241647157125120,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ravikumar_8484",36,TRUE,FALSE,NA,NA
"35",35,"RT @ManishLawaniya7: Twitter battle
Vote Now <U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021>
#GujaratFinalPoll 
#INDvGER
#MumbaiRains
#<U+00E0><U+00A4><U+00B9><U+00E0><U+00A4><U+00AE>_<U+00E0><U+00A4><U+0161><U+00E0><U+00A5><U+02C6><U+00E0><U+00A4><U+00A8>_<U+00E0><U+00A4><U+00B8><U+00E0><U+00A5><U+2021>_<U+00E0><U+00A4><U+00A8><U+00E0><U+00A4><U+00B9><U+00E0><U+00A5><U+20AC><U+00E0><U+00A4><U+201A>_<U+00E0><U+00A4><U+00AC><U+00E0><U+00A5><U+02C6><U+00E0><U+00A4><U+00A0><U+00E0><U+00A5><U+2021><U+00E0><U+00A4><U+201A><U+00E0><U+00A4><U+2014><U+00E0><U+00A5><U+2021>
#ShashiKapoor
#Gujarat<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 15:16:28",FALSE,NA,940238865255735296,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jmp1007",25,TRUE,FALSE,NA,NA
"36",36,"RT @GaneshD83669682: #MumbaiRains
Write on the hollybooks.
That kabeer is god 
? Whose kabeer ?
#Satlok_Ashram_News_channel https://t.co/8Y<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 15:07:38",FALSE,NA,940236641821638656,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gopalda02120986",167,TRUE,FALSE,NA,NA
"37",37,"#MumbaiWeather 11-Dec-17, 8:15 PM
Haze 
Temperature is 26 <U+00C2><U+00B0>C 
Humidity: 61%
Wind status: From the NW at 6 MPH",FALSE,0,NA,"2017-12-11 14:45:42",FALSE,NA,940231122855665664,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"39",39,"RT @TwinkleKapdi: @castrolbiking Rode solo Bangalore to Ahmedabad(1495km) in 2 days with Heavy rains and crossing Mumbai https://t.co/YaPkq<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 13:47:12",FALSE,NA,940216397073911808,NA,"<a href=""http://www.twitter.com/CabipoolAhmd"" rel=""nofollow"">RT/FAV Bot Ahmbd</a>","CabipoolAHMBD",2,TRUE,FALSE,NA,NA
"40",40,"#MumbaiWeather 11-Dec-17, 7:15 PM
Haze 
Temperature is 26 <U+00C2><U+00B0>C 
Humidity: 57%
Wind status: From the NW at 5 MPH",FALSE,0,NA,"2017-12-11 13:45:43",FALSE,NA,940216023570976768,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"41",41,"RT @TwinkleKapdi: @castrolbiking Rode solo Bangalore to Ahmedabad(1495km) in 2 days with Heavy rains and crossing Mumbai https://t.co/YaPkq<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 13:42:04",FALSE,NA,940215104905334784,NA,"<a href=""http://www.twitter.com/CabipoolMUM"" rel=""nofollow"">RT/FAV Bot MUM</a>","CabipoolMUM",2,TRUE,FALSE,NA,NA
"42",42,"RT @MumbaiPolice: If you are stuck on the road , kindly dial 100 or contact us on Twitter. We will  assist you #MumbaiRains",FALSE,0,NA,"2017-12-11 13:00:49",FALSE,NA,940204724074061824,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itszaheer_",9462,TRUE,FALSE,NA,NA
"43",43,"@castrolbiking Rode solo Bangalore to Ahmedabad(1495km) in 2 days with Heavy rains and crossing Mumbai<U+00E2><U+20AC><U+00A6> https://t.co/I4IvqvvqFY",FALSE,0,"castrolbiking","2017-12-11 12:56:21",TRUE,940077729109520384,940203603339255808,356018232,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TwinkleKapdi",2,FALSE,FALSE,NA,NA
"44",44,"#MumbaiWeather 11-Dec-17, 6:15 PM
Haze 
Temperature is 27 <U+00C2><U+00B0>C 
Humidity: 58%
Wind status: From the NNW at 7 MPH",FALSE,0,NA,"2017-12-11 12:45:42",FALSE,NA,940200922788937728,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"45",45,"#Mumbai is the #biggest #teacher and you can<U+00E2><U+20AC><U+2122>t deny that! #MumbaiRains #MumbaiMetro #MumbaiTraffic 
https://t.co/ghugMBGaSY",FALSE,0,NA,"2017-12-11 12:44:22",FALSE,NA,940200584237293568,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FireFlyDaily",0,FALSE,FALSE,NA,NA
"47",47,"RT @mishrasugandha: Mumbai on High Alert due to #CycloneOckhi #Mumbaikars Be Safe #MumbaiRains",FALSE,0,NA,"2017-12-11 11:59:28",FALSE,NA,940189285692579840,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pandurangdevk10",16,TRUE,FALSE,NA,NA
"48",48,"#MumbaiWeather 11-Dec-17, 5:15 PM
Haze 
Temperature is 28 <U+00C2><U+00B0>C 
Humidity: 51%
Wind status: From the NNE at 7 MPH",FALSE,0,NA,"2017-12-11 11:45:42",FALSE,NA,940185824154435584,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"49",49,"#MumbaiWeather 11-Dec-17, 4:15 PM
Haze 
Temperature is 28 <U+00C2><U+00B0>C 
Humidity: 51%
Wind status: From the NW at 9 MPH",FALSE,0,NA,"2017-12-11 10:45:42",FALSE,NA,940170722839707648,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"51",51,"RT @rtiindiapy: ""#MumbaiRains spoils stay of Dr Babasaheb Ambedkar followers at Shivaji Park in Dadar https://t.co/6Xl13oB7mP (Video: Heman<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 09:59:49",FALSE,NA,940159176378118144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","suraj9819494495",6,TRUE,FALSE,NA,NA
"52",52,"#MumbaiWeather 11-Dec-17, 3:15 PM
Haze 
Temperature is 28 <U+00C2><U+00B0>C 
Humidity: 62%
Wind status: From the WNW at 10 MPH",FALSE,0,NA,"2017-12-11 09:45:42",FALSE,NA,940155622783254528,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"53",53,"#MumbaiWeather 11-Dec-17, 2:15 PM
Haze 
Temperature is 29 <U+00C2><U+00B0>C 
Humidity: 55%
Wind status: From the WNW at 6 MPH",FALSE,0,NA,"2017-12-11 08:45:42",FALSE,NA,940140522877755392,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"54",54,"Time when the heavens open up in Grasse! Non-stop rains just like Mumbai :D @ Grasse Institute<U+00E2><U+20AC><U+00A6> https://t.co/agmCGYerSV",FALSE,0,NA,"2017-12-11 07:52:38",FALSE,NA,940127171011661824,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","KrishnaDeora",0,FALSE,FALSE,6.93484,43.66425
"55",55,"#MumbaiWeather 11-Dec-17, 1:15 PM
Haze 
Temperature is 29 <U+00C2><U+00B0>C 
Humidity: 55%
Wind status: From the WNW at 9 MPH",FALSE,0,NA,"2017-12-11 07:45:42",FALSE,NA,940125422984896512,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"56",56,"RT @ManishLawaniya7: Twitter battle
Vote Now <U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021>
#GujaratFinalPoll 
#INDvGER
#MumbaiRains
#<U+00E0><U+00A4><U+00B9><U+00E0><U+00A4><U+00AE>_<U+00E0><U+00A4><U+0161><U+00E0><U+00A5><U+02C6><U+00E0><U+00A4><U+00A8>_<U+00E0><U+00A4><U+00B8><U+00E0><U+00A5><U+2021>_<U+00E0><U+00A4><U+00A8><U+00E0><U+00A4><U+00B9><U+00E0><U+00A5><U+20AC><U+00E0><U+00A4><U+201A>_<U+00E0><U+00A4><U+00AC><U+00E0><U+00A5><U+02C6><U+00E0><U+00A4><U+00A0><U+00E0><U+00A5><U+2021><U+00E0><U+00A4><U+201A><U+00E0><U+00A4><U+2014><U+00E0><U+00A5><U+2021>
#ShashiKapoor
#Gujarat<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 07:01:46",FALSE,NA,940114366782828544,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iambkyadav88",25,TRUE,FALSE,NA,NA
"57",57,"RT @ManishLawaniya7: Twitter battle
Vote Now <U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021><U+00ED><U+00A0><U+00BD><U+00ED><U+00B1><U+2021>
#GujaratFinalPoll 
#INDvGER
#MumbaiRains
#<U+00E0><U+00A4><U+00B9><U+00E0><U+00A4><U+00AE>_<U+00E0><U+00A4><U+0161><U+00E0><U+00A5><U+02C6><U+00E0><U+00A4><U+00A8>_<U+00E0><U+00A4><U+00B8><U+00E0><U+00A5><U+2021>_<U+00E0><U+00A4><U+00A8><U+00E0><U+00A4><U+00B9><U+00E0><U+00A5><U+20AC><U+00E0><U+00A4><U+201A>_<U+00E0><U+00A4><U+00AC><U+00E0><U+00A5><U+02C6><U+00E0><U+00A4><U+00A0><U+00E0><U+00A5><U+2021><U+00E0><U+00A4><U+201A><U+00E0><U+00A4><U+2014><U+00E0><U+00A5><U+2021>
#ShashiKapoor
#Gujarat<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 06:58:08",FALSE,NA,940113454748393472,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ManishLawaniya7",25,TRUE,FALSE,NA,NA
"58",58,"#MumbaiWeather 11-Dec-17, 12:15 PM
Haze 
Temperature is 28 <U+00C2><U+00B0>C 
Humidity: 70%
Wind status: From the WNW at 8 MPH",FALSE,0,NA,"2017-12-11 06:45:42",FALSE,NA,940110323779960832,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"59",59,"@jinawasseo Mumbai is the worst bc it's excessively humid, has the worst rains and the summer makes you want to cry<U+00E2><U+20AC><U+00A6> https://t.co/RRgJVXinjw",FALSE,0,"jinawasseo","2017-12-11 06:38:15",TRUE,940107105209532416,940108448380764160,2791537312,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ParaUnaLoco",0,FALSE,FALSE,NA,NA
"60",60,"#MumbaiWeather 11-Dec-17, 11:15 AM
Haze 
Temperature is 27 <U+00C2><U+00B0>C 
Humidity: 74%
Wind status: From the West at 9 MPH",FALSE,0,NA,"2017-12-11 05:45:42",FALSE,NA,940095226122616832,NA,"<a href=""http://www.swapnil.tk"" rel=""nofollow"">MumbaiWeatherNow</a>","MumbaiWeatherNw",0,FALSE,FALSE,NA,NA
"61",61,"RT @Agpworld: Don't let #MumbaiRains dampen your mood! 
The most anticipated theatre festival is coming to town from next weekend! #AGPWorl<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 05:36:43",FALSE,NA,940092964042240000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","insiderdotin",10,TRUE,FALSE,NA,NA
"62",62,"RT @RohithCelluloid: #VelaikkaranMotionPoster
#WorldSoilDay
#INDvSL
#INDvsSL 
#TravelBan
#TuesdayThoughts
#MumbaiRains
#BabriMasjid
#RamTem<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-11 05:32:59",FALSE,NA,940092023264067584,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pickooo",7,TRUE,FALSE,NA,NA
